#
#
# US Geological Survey, Water Resources Data
# retrieved: 2024-09-04 12:30:57 EDT      (caww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 01091000 SOUTH BRANCH PISCATAQUOG RIVER NEAR GOFFSTOWN, NH
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		64046	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	01091000	00060	64046	2017	9	51.1
USGS	01091000	00060	64046	2017	10	204.2
USGS	01091000	00060	64046	2017	11	163.6
USGS	01091000	00060	64046	2017	12	102.1
USGS	01091000	00060	64046	2018	1	260.6
USGS	01091000	00060	64046	2018	2	335.8
USGS	01091000	00060	64046	2018	3	313.9
USGS	01091000	00060	64046	2018	4	369.7
USGS	01091000	00060	64046	2018	5	128.7
USGS	01091000	00060	64046	2018	6	59.3
USGS	01091000	00060	64046	2018	7	47.1
USGS	01091000	00060	64046	2018	8	244.6
USGS	01091000	00060	64046	2018	9	189.2
USGS	01091000	00060	64046	2018	10	241.6
USGS	01091000	00060	64046	2018	11	647
USGS	01091000	00060	64046	2018	12	393.9
USGS	01091000	00060	64046	2019	1	250.2
USGS	01091000	00060	64046	2019	2	162
USGS	01091000	00060	64046	2019	3	225.9
USGS	01091000	00060	64046	2019	4	480.4
USGS	01091000	00060	64046	2019	5	238
USGS	01091000	00060	64046	2019	6	141.5
USGS	01091000	00060	64046	2019	7	63.2
USGS	01091000	00060	64046	2019	8	27.3
USGS	01091000	00060	64046	2019	9	21.7
USGS	01091000	00060	64046	2019	10	59.4
USGS	01091000	00060	64046	2019	11	132.9
USGS	01091000	00060	64046	2019	12	344.5
USGS	01091000	00060	64046	2020	1	275.6
USGS	01091000	00060	64046	2020	2	217.6
USGS	01091000	00060	64046	2020	3	306.8
USGS	01091000	00060	64046	2020	4	414.1
USGS	01091000	00060	64046	2020	5	208.9
USGS	01091000	00060	64046	2020	6	30.4
USGS	01091000	00060	64046	2020	7	38.3
USGS	01091000	00060	64046	2020	8	10.8
USGS	01091000	00060	64046	2020	9	6.27
USGS	01091000	00060	64046	2020	10	25.4
USGS	01091000	00060	64046	2020	11	54.8
USGS	01091000	00060	64046	2020	12	312.5
USGS	01091000	00060	64046	2021	1	211.2
USGS	01091000	00060	64046	2021	2	149.9
USGS	01091000	00060	64046	2021	3	196.8
USGS	01091000	00060	64046	2021	4	191
USGS	01091000	00060	64046	2021	5	155.7
USGS	01091000	00060	64046	2021	6	48.9
USGS	01091000	00060	64046	2021	7	491.9
USGS	01091000	00060	64046	2021	8	194.4
USGS	01091000	00060	64046	2021	9	220.6
USGS	01091000	00060	64046	2021	10	184.1
USGS	01091000	00060	64046	2021	11	273.6
USGS	01091000	00060	64046	2021	12	207.1
USGS	01091000	00060	64046	2022	1	204.3
USGS	01091000	00060	64046	2022	2	441.7
USGS	01091000	00060	64046	2022	3	353
USGS	01091000	00060	64046	2022	4	324.7
USGS	01091000	00060	64046	2022	5	170.2
USGS	01091000	00060	64046	2022	6	81.6
USGS	01091000	00060	64046	2022	7	23
USGS	01091000	00060	64046	2022	8	11.5
USGS	01091000	00060	64046	2022	9	35.3
USGS	01091000	00060	64046	2022	10	53.8
USGS	01091000	00060	64046	2022	11	104.3
USGS	01091000	00060	64046	2022	12	395.5
USGS	01091000	00060	64046	2023	1	353.5
USGS	01091000	00060	64046	2023	2	247
USGS	01091000	00060	64046	2023	3	363.7
USGS	01091000	00060	64046	2023	4	427.6
USGS	01091000	00060	64046	2023	5	313.6
USGS	01091000	00060	64046	2023	6	143.8
USGS	01091000	00060	64046	2023	7	311.8
USGS	01091000	00060	64046	2023	8	76.3
USGS	01091000	00060	64046	2023	9	123.9
USGS	01091000	00060	64046	2023	10	117.6
USGS	01091000	00060	64046	2023	11	139
USGS	01091000	00060	64046	2023	12	516.5
USGS	01091000	00060	64046	2024	1	482.4
USGS	01091000	00060	64046	2024	2	219.7
USGS	01091000	00060	64046	2024	3	604.8

