EPAREGION	Site Name	State	County	NTL	PTL	MMI_WSABEST		
REGION__5	GRASSY CREEK	INDIANA	JOHNSON	6188	840	63.94247129		
REGION__5	NO NAME CREEK	WISCONSIN	DODGE	7725	105	32.59732487		
REGION__5	BATTLE CREEK	MINNESOTA	RAMSEY	581	53	34.86917287		
REGION__5	TEN MILE CREEK	MICHIGAN	ONTONAGON	618	34	30.11936027		
REGION__5	UNKNOWN	ILLINOIS	MCHENRY	6056	30	16.58382755		
REGION__5	HEMLOCK SPUR CREEK	WISCONSIN	SAWYER	717	41	30.89465255		
REGION__5	SARGENT SLOUGH	ILLINOIS	TAZEWELL	11625	86	41.72475187		
REGION__5	OKABENA CREEK	MINNESOTA	JACKSON	23925	4175	31.05247254		
REGION__5	GREENVILLE CREEK	INDIANA	RANDOLPH	2058	90	12.48576323		
REGION__5	HEMMINGWAY AND WHIPPLE DRAIN	MICHIGAN	LAPEER	399	17	35.05615007		
REGION__5	SOUTH FORK BOB CREEK	WISCONSIN	CHIPPEWA	996	100	17.09697296		
REGION__5	CEDAR CREEK	MICHIGAN	VAN BUREN	1239	22	51.47976398		
REGION__5	BRUSHY FORK	OHIO	LICKING	1005	24	47.51352485		
REGION__5	TRIB TO WATERHEN CREEK	MINNESOTA	ST. LOUIS	1186	38	50.61849895		
REGION__5	SLATER RUN	OHIO	RICHLAND	4125	34	53.3817484		
REGION__5	WANADOGA CREEK	MICHIGAN	BARRY	745	33	30.7261463		
REGION__5	STURGEON CREEK	MICHIGAN	MIDLAND	1413	101	29.29455586		
REGION__5	DREWEK CREEK	WISCONSIN	MARATHON	2806	67	47.55709444		
REGION__5	TAR RUN	OHIO	BELMONT	468	45	32.3653767		
REGION__5	NORTH BRANCH WILSON CREEK	WISCONSIN	DUNN	1363	60	23.17735429		
REGION__5	COLE CREEK	ILLINOIS	GREENE	2756	270	37.00362247		
REGION__5	UNNAMED CREEK	WISCONSIN	IOWA	4019	422	14.06353152		
REGION__5	LITTLE WEIRGOR CREEK	WISCONSIN	SAWYER	329	27	50.12783255		
REGION__5	MIDDLE BRANCH WEST BRANCH COPP	ILLINOIS	FULTON	376	41	38.62083705		
REGION__5	COBB RIVER	MINNESOTA	BLUE EARTH	7988	188	73.85911674		
REGION__5	WEST FORK NORTH BRANCH CHICAGO	ILLINOIS	COOK	5163	35	5.024509804		
REGION__5	THOMPSON CREEK	WISCONSIN	BAYFIELD	160	35	60.47278386		
REGION__5	HAMM INTERCEPTOR DITCH	INDIANA	ALLEN	8406	66	25.81198128		
REGION__5	STRANGER BROOK	INDIANA	PARKE	430	51	43.95832904		
REGION__5	DAGGETS CREEK	WISCONSIN	WINNEBAGO	13475	43	19.57903667		
REGION__5	HURRICANE CREEK	ILLINOIS	FAYETTE	2328	79	41.32580287		
REGION__5	HAMLEY RUN	OHIO	ATHENS	86	6	43.83475734		
REGION__5	SNAKE RIVER	MINNESOTA	MARSHALL	2663	130	38.47125723		
REGION__5	CEDAR CREEK	MICHIGAN	NEWAYGO	230	11	70.84688115		
REGION__5	JENNIE WEBER CREEK	WISCONSIN	ONEIDA	508	21	26.57240341		
REGION__5	FLAT RUN	OHIO	GUERNSEY	220	4	9.832228082		
REGION__5	DEWITT CREEK	INDIANA	LAWRENCE	390	56	22.77040497		
REGION__5	WEST BRANCH OF FOX RIVER	MICHIGAN	SCHOOLCRAFT	778	73	45.46172517		
REGION__5	KILLSNAKE RIVER	WISCONSIN	CALUMET	8816	48	40.53877083		
REGION__5	PLUM CREEK	ILLINOIS	SCOTT	828	110	49.36011615		
REGION__5	SANDY BROOK	INDIANA	PERRY	240	8	30.21704697		
REGION__5	SFK MAIN CREEK	WISCONSIN	PRICE	583	56	37.68760484		
REGION__5	BORUM RUN	INDIANA	ADAMS	836	142	25.28449321		
REGION__5	ARROWHEAD RIVER	WISCONSIN	WINNEBAGO	1046	50	8.488477429		
REGION__5	UNKNOWN	INDIANA	WAYNE	1828	29	59.63837044		
REGION__5	W. FORK ST. JOSEPH RIVER	MICHIGAN	HILLSDALE	2113	275	50.60825049		
REGION__5	U.T. TO HURON RIVER	OHIO	ERIE	1738	17	36.13898999		
REGION__5	UNKNOWN	OHIO	STARK	1150	22	8.123660064		
REGION__5	UNKNOWN	MINNESOTA	ST. LOUIS	311	13	29.08182064		
REGION__5	UNKNOWN	ILLINOIS	OGLE	9424	42	31.09709404		
REGION__5	UNNAMED CREEK	WISCONSIN	CLARK	384	16	10.20552717		
REGION__5	BUFFALO CREEK	MINNESOTA	MCLEOD	9693	150	29.66588093		
REGION__5	ASH CREEK	MICHIGAN	ONTONAGON	329	19	44.52012477		
REGION__5	MUD CREEK	MINNESOTA	CARLTON	796	175	22.61385831		
REGION__5	UNKNOWN	ILLINOIS	MOULTRIE	4454	142	13.39833875		
REGION__6	UNKNOWN	ARKANSAS	LITTLE RIVER	1694	369	21.18446334		
REGION__6	COW HOUSE CREEK	TEXAS	HAMILTON	546	8	63.71478537		
REGION__6	WATSON BAYOU	LOUISIANA	NATCHITOCHES	2400	1334	27.61786097		
REGION__6	SAN ANTONIO 2	NEW MEXICO	SANDOVAL	143	12	24.0172201		
REGION__6	JUANITA CREEK	TEXAS	WHARTON	1350	254	24.19485335		
REGION__6	CANONES CREEK	NEW MEXICO	RIO ARRIBA	106	51	44.71191229		
REGION__6	FOURCHE LA FAVE	ARKANSAS	SCOTT	254	24	45.17922675		
REGION__6	STEPHENS CREEK	TEXAS	SAN JACINTO	169	64	35.15923678		
REGION__6	COW CREEK	TEXAS	BURNET	155	3	46.59572183		
REGION__6	CIMMARON RIVER	OKLAHOMA	PAYNE	1214	309	7.436837809		
REGION__6	LITTLE POST BAYOU	ARKANSAS	ARKANSAS	1069	147	6.781349797		
REGION__6	HYBARGER CREEK	OKLAHOMA	GARVIN	1858	753	5.237741894		
REGION__6	TEHUACANA CREEK	TEXAS	FREESTONE	505	27	53.83005363		
REGION__6	DUTCH CREEK	ARKANSAS	YELL	412	49	31.0079602		
REGION__6	SANDY CREEK	LOUISIANA	BEAUREGARD	109	144	45.7755471		
REGION__6	FLAT CREEK	TEXAS	CASS	603	104	12.9621324		
REGION__6	WELLS CREEK	ARKANSAS	LAWRENCE	114	3	45.20919889		
REGION__6	ELBOW CREEK	ARKANSAS	INDEPENDENCE	428	47	31.50559454		
REGION__6	SALADON CREEK	NEW MEXICO	COLFAX	152	14	43.15437549		
REGION__6	CROOKED CREEK	ARKANSAS	MARION	976	28	52.05768995		
REGION__6	HAMMOND CREEK TRIB	TEXAS	HOUSTON	658	47	48.53705761		
REGION__6	MILL CREEK	LOUISIANA	ST. HELENA	576	74	76.11967715		
REGION__6	BOIS D'ARC CREEK	TEXAS	FANNIN	898	252	44.0449744		
REGION__6	MCCOY CREEK	ARKANSAS	POPE	718	232	23.41605754		
REGION__6	UNKNOWN	LOUISIANA	IBERIA	1372	305	10.8328559		
REGION__6	PINEY FORK	ARKANSAS	IZARD	154	2	32.16070668		
REGION__6	WAHITA RIVER	OKLAHOMA	CADDO	633	153	29.77002329		
REGION__6	BUFFALO RIVER	ARKANSAS	SEARCY	109	4	40.87912395		
REGION__6	RIO TUSAS	NEW MEXICO	RIO ARRIBA	277	46	17.82178653		
REGION__6	LITTLE COW CREEK	OKLAHOMA	LE FLORE	148	25	23.89823899		
REGION__6	THEUVENINS CREEK	TEXAS	TYLER	348	21	60.13488019		
REGION__6	BIG BRANCH BAYOU	LOUISIANA	ST. TAMMANY	954	49	4.89866021		
REGION__6	NO NAME TRIBUTARY	LOUISIANA	ACADIA	1237	177	10.61032089		
REGION__6	JOHNSON CREEK	TEXAS	RUSK	603	111	53.28567563		
REGION__6	LOCUST CREEK	ARKANSAS	GREENE	962	163	28.6396206		
REGION__6	BARON CREEK	TEXAS	GILLESPIE	225	6	67.32047071		
REGION__6	LITTLE DEEP FORK	OKLAHOMA	CREEK	499	28	57.33801552		
REGION__6	RAILROAD BRANCH	ARKANSAS	GRANT	566	52	14.57206518		
REGION__6	NNT MONSANTO BAYOU	LOUISIANA	EAST BATON ROUGE	908	286	26.52633353		
REGION__6	WEST MUD CREEK	OKLAHOMA	JEFFERSON	1455	296	41.37707219		
REGION__6	PECOS RIVER	TEXAS	REEVES	1061	54	16.61399663		
REGION__6	COWPEN CREEK	LOUISIANA	BEAUREGARD	671	29	44.41175717		
REGION__6	GLIDE CREEK	TEXAS	WOOD	636	93	43.08860301		
REGION__6	OLMOS CREEK	TEXAS	BEXAR	1372	316	15.91894271		
REGION__6	TRAIL CREEK	OKLAHOMA	DEWEY	514	59	33.38297118		
REGION__6	EAST FORK FLAT CREEK	ARKANSAS	WOODRUFF	4250	170	13.44716719		
REGION__6	COOPER CREEK	LOUISIANA	VERNON	333	15	44.9301139		
REGION__6	WINDY CREEK	OKLAHOMA	OTTAWA	1253	118	9.960923268		
REGION__6	CEDAR LAKE TRIBUTARY	OKLAHOMA	LE FLORE	101	14	20.32959565		
REGION__6	PETER CREEK	LOUISIANA	UNION	1954	593	22.33735603		
REGION__6	HORNSBY CREEK	LOUISIANA	LIVINGSTON	1085	148	35.10874366		
REGION__6	PAINT CREEK	TEXAS	THROCKMORTON	1010	202	41.38629964		
REGION__6	WEST FORK CHOCOLATE BAYOU	TEXAS	BRAZORIA	1059	342	36.7479856		
REGION__6	BIG CREEK	LOUISIANA	RAPIDES	230	31	62.24603862		
REGION__6	SAN ANTONIO (2)	NEW MEXICO	SANDOVAL	363	22	29.9992135		
REGION__6	EMACHAYA CREEK	OKLAHOMA	HASKELL	419	29	23.63178312		
REGION__6	UNNAMED TRIBUTARY OF GREENLEAF	OKLAHOMA	MUSKOGEE	373	22	11.30281156		
REGION__6	BEACONS GULLY	LOUISIANA	EVANGELINE	917	189	3.611902501		
REGION__6	RED RIVER	OKLAHOMA	TILLMAN	2213	565	13.18851751		
REGION__6	SPRING CREEK	TEXAS	HARRIS	3706	223	3.914609054		
REGION__6	LITTLE INDIAN BAYOU	LOUISIANA	CALCASIEU	1438	419	19.64082271		
REGION__6	PRAIRIE CREEK	TEXAS	CAMP	195	2	39.6208959		
REGION__6	CARENCRO BAYOU	LOUISIANA	ST. LANDRY	761	547	17.30602838		
REGION__6	SANDY CREEK	TEXAS	FANNIN	629	110	41.02422977		
REGION__6	MILL BAYOU	LOUISIANA	OUACHITA	1449	92	26.35971702		
REGION__6	RICHARDSON CREEK	TEXAS	ERATH	109	5	67.89593757		
REGION__6	FLETCHER CREEK	ARKANSAS	LOGAN	1434	122	16.46475058		
REGION__6	LITTLE RIVER	OKLAHOMA	PUSHMATAHA	250	12	43.00051155		
REGION__6	BIG CREEK	ARKANSAS	FULTON	187	7	17.33900139		
REGION__6	ROCKY BRANCH	ARKANSAS	CLEBURNE	146	3	40.0508753		
REGION__6	ATTOYAC BAYOU	TEXAS	RUSK	338	37	15.96446818		
REGION__6	RIO SANTA BARBARA	NEW MEXICO	TAOS	110	4	35.47056841		
REGION__6	SEMINOLE CREEK	OKLAHOMA	MAYES	828	81	46.4533787		
REGION__6	CARTER'S CREEK	ARKANSAS	POLK	144	4	37.32573203		
REGION__6	SOUTH FORK TAYLOR BAYOU	TEXAS	JEFFERSON	273	97	15.72451516		
REGION__6	MIDDLE BOSQUE RIVER	TEXAS	MCLENNAN	449	3	74.56297848		
REGION__6	COMMISSION CREEK	OKLAHOMA	ELLIS	494	35	38.81407343		
REGION__6	FROG BAYOU	ARKANSAS	CRAWFORD	226	8	44.03541334		
REGION__6	MCFADDIN CREEK	TEXAS	SHELBY	1199	222	32.37788351		
REGION__6	LONE TREE BRANCH	TEXAS	WHARTON	1440	228	25.51518527		
REGION__6	GRAY HORSE CREEK	OKLAHOMA	OSAGE	314	28	64.67002745		
REGION__6	LOBANILLA CREEK	TEXAS	SABINE	176	14	64.51570931		
REGION__6	RIO NUTRIAS	NEW MEXICO	RIO ARRIBA	338	35	10.90825529		
REGION__6	LITTLE MISSOURI	ARKANSAS	PIKE	71	2	53.88292149		
REGION__6	BEAR CREEK	TEXAS	POLK	253	44	56.04500204		
REGION__6	MEDIO CREEK	TEXAS	BEE	539	18	52.75731944		
REGION__6	DITCH 11	ARKANSAS	CRITTENDEN	1099	232	3.957976161		
REGION__6	BUCKEYE CREEK	OKLAHOMA	OKFUSKEE	904	79	24.48052765		
REGION__6	BAYOU BARTHOLOMEW	ARKANSAS	LINCOLN	447	92	41.31050636		
REGION__6	ROCK CREEK	OKLAHOMA	JOHNSTON	499	14	47.41008274		
REGION__6	NO NAME	LOUISIANA	FRANKLIN	1171	501	21.71481648		
REGION__6	CANEY CREEK	TEXAS	NEWTON	344	29	73.02953669		
REGION__6	BARNES CR.	LOUISIANA	ALLEN	560	337	41.5893902		
REGION__6	POLK BAYOU	ARKANSAS	INDEPENDENCE	214	9	41.71606309		
REGION__6	TRIB TO RAINY MOUNTAIN CREEK	OKLAHOMA	KIOWA	2159	758	1.94436285		
REGION__6	RATTLESNAKE BAYOU	LOUISIANA	RAPIDES	1590	1732	6.223841211		
REGION__6	POOLES CREEK	TEXAS	MADISON	1513	1820	5.409464742		
REGION__6	CHAPAPEELA CREEK	LOUISIANA	TANGIPAHOA	80	56	62.41117986		
REGION__6	NEGRITOS CREEK	NEW MEXICO	CATRON	88	104	22.11684016		
REGION__6	CANADIAN RIVER	TEXAS	HUTCHINSON	3069	304	22.66263612		
REGION__6	DUCK CREEK	ARKANSAS	LONOKE	2054	596	16.87215296		
REGION__6	JEMEZ CREEK	NEW MEXICO	SANDOVAL	590	214	30.24630179		
REGION__6	WOLF CREEK	NEW MEXICO	RIO ARRIBA	204	44	66.17219832		
REGION__6	TRIBBLE CREEK	ARKANSAS	HEMPSTEAD	455	36	62.75576182		
REGION__6	INDIAN CREEK	TEXAS	DENTON	989	10	31.79342208		
REGION__7	BEAVER BRANCH	IOWA	BOONE	23300	48	28.07098906		
REGION__7	WEST NISHNABOTNA RIVER	IOWA	POTTAWATTAMIE	8644	287	39.89505731		3450
REGION__7	UNN TRIB. OTTER CREEK	IOWA	FAYETTE	9838	15	41.69709899		
REGION__7	LIZARD CREEK	IOWA	WEBSTER	2214	24	73.01367453		
REGION__7	BELL CREEK	IOWA	FAYETTE	5288	81	35.78716514		
REGION__7	WAPSIPINICON	IOWA	CHICKASAW	6250	61	52.43820583		
REGION__7	DRY CREEK	IOWA	SIOUX	1938	403	15.88905378		
REGION__7	BATTLE CREEK	IOWA	IDA	16588	84	28.69615961		
REGION__7	MOSQUITO CREEK	IOWA	POTTAWATTAMIE	10750	225	59.23912914		
REGION__7	WEST TARKIO CREEK	IOWA	PAGE	15925	182	42.50609704		
REGION__7	BROPHY CREEK	IOWA	CLINTON	3638	102	16.922832		
REGION__7	WOLF CR.	IOWA	BLACK HAWK	4638	77	49.12421649		
REGION__7	MAPLE RIVER	IOWA	MONONA	5363	83	22.06054507		
REGION__7	NORTH RACOON RIVER	IOWA	SAC	10475	593	65.95411287		
REGION__7	MONTGOMERY CREEK	IOWA	CLAY	13138	45	15.71184009		
REGION__7	JOHNS CREEK	IOWA	PLYMOUTH	20250	153	15.55121876		
REGION__7	MIDDLE FORK GRAND RIVER	IOWA	RINGGOLD	5863	557	6.290678408		
REGION__7	EAST NODAWAY RIVER	IOWA	TAYLOR	5063	141	39.89173523		
REGION__7	OLD MANS CREEK	IOWA	JOHNSON	9094	423	31.76811919		
REGION__7	BEAR CREEK	IOWA	JONES	6413	103	40.96192602		
REGION__7	SOLDIER RIVER	IOWA	MONONA	3450	116	41.35181057		
REGION__7	BOYER RIVER	IOWA	SAC	15588	97	46.67497043		
REGION__7	LITTLE BUFFALO CREEK	IOWA	WINNEBAGO	14475	25	19.07291989		
REGION__7	FLOYD RIVER	IOWA	PLYMOUTH	13250	189	36.16413392		
REGION__7	WEST TARKIO	IOWA	PAGE	9225	194	35.00308253		
REGION__7	MAD CREEK	IOWA	MUSCATINE	2214	82	38.52148539		
REGION__7	W. NISHNABOTNA	IOWA	CARROLL	21538	134	10.34064689		
REGION__7	PERRY CREEK	IOWA	PLYMOUTH	11988	147	31.48116009		
REGION__7	OTTER CREEK	IOWA	WRIGHT	13338	37	42.56390762		
REGION__7	HEWITT CREEK	IOWA	CLAYTON	6838	91	38.94786956		
REGION__7	SOAP CREEK	IOWA	DAVIS	639	65	53.41515163		
REGION__7	WILLOW CREEK	IOWA	CERRO GORDO	5581	129	68.74969897		
REGION__7	QUARTER SECTION RUN	IOWA	BREMER	887	103	40.86622699		
REGION__7	LITTLE WOLF CREEK	IOWA	TAMA	19125	68	47.35085605		
REGION__7	NORTH BRACH LIZARD CREEK	IOWA	POCAHONTAS	12550	56	6.83647983		
REGION__7	YELLOW RIVER	IOWA	ALLAMAKEE	10344	168	22.18466871		
REGION__7	MIDDLE FORK LITTLE MAQUOKETA CREEK	IOWA	DUBUQUE	8763	129	22.82052899		
REGION__7	SALS CREEK	MISSOURI	SCOTT	909	27	28.45133543		
REGION__7	PRAIRIE CREEK	MISSOURI	MARIES	154	2	28.75047173		
REGION__7	SANDY CREEK	NEBRASKA	SAUNDERS	3156	524	37.81253539		
REGION__7	TOLEN CREEK	KANSAS	LABETTE	699	114	38.08581288		
REGION__7	THOMAS CREEK	KANSAS	ANDERSON	1969	608	26.55661634		
REGION__7	COON CREEK	MISSOURI	MILLER	468	52	32.55558179		
REGION__7	DRY CREEK	NEBRASKA	KEARNEY	2233	255	17.70639784		
REGION__7	TURKEY CREEK	KANSAS	BARBER	1956	24	15.22296637		
REGION__7	PUZZLE CREEK	MISSOURI	MACON	1135	80	45.40521839		
REGION__7	EAST BRANCH WHITEWATER CREEK	KANSAS	HARVEY	403	165	31.97108737		
REGION__7	YOUNGS CREEK	MISSOURI	AUDRAIN	759	180	42.51658409		
REGION__7	BEAVER CREEK	NEBRASKA	CEDAR	43650	313	16.11635587		
REGION__7	LITTLE POMME DE TERRE	MISSOURI	GREENE	394	28	20.59625788		
REGION__7	WHITE RIVER	NEBRASKA	SIOUX	1114	16	26.93365715		
REGION__7	SNI-A-BAR CREEK	MISSOURI	JACKSON	609	74	60.72183603		
REGION__7	BATTLE CREEK	NEBRASKA	MADISON	5781	1424	20.68181806		
REGION__7	CHIKASKIA RIVER	KANSAS	KINGMAN	4800	34	53.48271533		
REGION__7	HOWARD CREEK	MISSOURI	MONITEAU	681	165	39.18119495		
REGION__7	BRUSH CREEK	MISSOURI	MACON	974	62	33.0402845		
REGION__7	CUB CREEK	MISSOURI	WASHINGTON	180	1	70.64449056		
REGION__7	MARSH CREEK	KANSAS	JEWELL	1265	316	13.81079531		
REGION__7	BURNT FORK	MISSOURI	RAY	724	60	26.11377587		
REGION__7	ELM CREEK	KANSAS	LYON	454	41	68.93887496		
REGION__7	SANDY CREEK	MISSOURI	MONTGOMERY	1919	60	39.73015881		
REGION__7	FOUR MILE CREEK	NEBRASKA	RICHARDSON	716	139	29.7638393		
REGION__7	NORTH BLACKBIRD (TRIB)	NEBRASKA	THURSTON	3881	130	19.59106109		
REGION__7	BRIAR CREEK	MISSOURI	RIPLEY	168	5	41.5955391		
REGION__7	LOST CREEK	NEBRASKA	KEYA PAHA	709	17	32.12161433		
REGION__7	BIG BLUE RIVER WEST FORK	NEBRASKA	YORK	5831	2034	19.41433875		
REGION__7	BRUSH CREEK	MISSOURI	ST. CLAIR	191	24	54.92806983		
REGION__7	TWELVEMILE CREEK	KANSAS	LINCOLN	784	172	17.14926675		
REGION__7	EASTER CREEK	MISSOURI	HOLT	2097	151	51.2845258		
REGION__7	WALNUT CREEK	MISSOURI	ADAIR	424	41	43.91127675		
REGION__7	MIDDLE FORK TEBO CREEK	MISSOURI	HENRY	238	21	52.34374797		
REGION__7	SULPHUR CREEK	MISSOURI	HOWARD	638	61	40.57544197		
REGION__7	UNNAMED	KANSAS	POTTAWATOMIE	1889	420	27.10784314		
REGION__8	SALT CREEK	COLORADO	PUEBLO	451	174	46.29537784		
REGION__8	BIG DRY CREEK	COLORADO	JEFFERSON	484	78	35.28733959		
REGION__8	WILD HORSE CREEK	COLORADO	PROWERS	2436	10	19.1247868		
REGION__8	MONUMENT CREEK	COLORADO	EL PASO	275	19	78.72486847		
REGION__8	WEST MONUMENT CREEK	COLORADO	EL PASO	179	5	44.5777521		
REGION__8	CHACUACO CREEK	COLORADO	LAS ANIMAS	566	29	10.82657691		
REGION__8	COAL CREEK	COLORADO	BOULDER	131	20	33.21119676		
REGION__8	WEST PLUM CREEK	COLORADO	DOUGLAS	128	15	57.44080011		
REGION__8	PURGATOIRE RIVER	COLORADO	LAS ANIMAS	1708	361	5.555863565		
REGION__8	MARKHAM ARROYO	COLORADO	PROWERS	3636	10	14.80265747		
REGION__8	TIMPAS CREEK	COLORADO	OTERO	425	65	17.50941632		
REGION__8	NORTH ST. CHARLES RIVER	COLORADO	PUEBLO	276	37	29.7308805		
REGION__8	HORSE CREEK	COLORADO	BENT	656	62	0.021971578		
REGION__8	ST. VRAIN CREEK	COLORADO	BOULDER	298	18	63.92350903		
REGION__8	ADAMS FORK CONEJOS RIVER	COLORADO	ARCHULETA	76	16	60.77479738		
REGION__8	LOST MAN CREEK	COLORADO	PITKIN	106	1	43.65967679		
REGION__8	CLEAR FORK	COLORADO	GUNNISON	88	3	46.21661943		
REGION__8	STAKE SPRINGS DRAW	COLORADO	RIO BLANCO	566	8	23.66018726		
REGION__8	GROUNDHOG CREEK	COLORADO	SAGUACHE	159	25	48.79738691		
REGION__8	RED MOUNTAIN CREEK	COLORADO	MINERAL	58	22	59.14010875		
REGION__8	WOLF CREEK	COLORADO	PROWERS	6981	23	33.40986063		
REGION__8	"MICHIGAN RIVER, MIDDLE FORK"	COLORADO	JACKSON	89	2	56.05980342		
REGION__8	ELKHEAD CREEK	COLORADO	ROUTT	255	13	52.44836647		
REGION__8	WHITEHOUSE CREEK	COLORADO	OURAY	124	18	45.96588657		
REGION__8	NORTH FORK DEER CREEK	COLORADO	JEFFERSON	370	49	16.8876405		
REGION__8	EAST DOUGLAS CREEK	COLORADO	RIO BLANCO	280	25	42.07553115		
REGION__8	OUZEL CREEK	COLORADO	BOULDER	180	1	41.13679388		
REGION__8	SOUTH RUSH CREEK	COLORADO	LINCOLN	470	4	27.21028385		
REGION__8	ELKHEAD CREEK	COLORADO	ROUTT	409	38	72.1198363		
REGION__8	DRY CREEK	COLORADO	RIO BLANCO	1220	154	31.52171251		
REGION__8	DRY FORK ESCALANTE CREEK	COLORADO	MESA	135	2	47.91949187		
REGION__8	LA PLATA RIVER	COLORADO	LA PLATA	168	32	32.16902766		
REGION__8	EAST PLUM CREEK	COLORADO	DOUGLAS	224	21	67.83705233		
REGION__8	SNYDER CREEK	COLORADO	JACKSON	290	74	22.81191642		
REGION__8	HENSON CREEK	COLORADO	HINSDALE	145	17	45.44515775		
REGION__8	N. ST. VRAIN CREEK	COLORADO	BOULDER	229	4	28.34978732		
REGION__8	MIDDLE FORK LITTLE SNAKE RIVER	COLORADO	ROUTT	150	5	69.48351219		
REGION__8	FALL CREEK	COLORADO	SAN MIGUEL	95	3	57.36394913		
REGION__8	TARRYALL CREEK	COLORADO	PARK	181	8	25.4709204		
REGION__8	EAST RIFLE CREEK	COLORADO	GARFIELD	315	18	40.90060769		
REGION__8	DYER CREEK	COLORADO	GUNNISON	133	25	51.93671033		
REGION__8	CLEAR CREEK	COLORADO	CHAFFEE	196	1	49.33714662		
REGION__8	YAMPA RIVER	COLORADO	MOFFAT	390	9	63.67020831		
REGION__8	DOLORES RIVER	COLORADO	SAN MIGUEL	439	11	42.47418485		
REGION__8	HARTMAN DRAW	COLORADO	MONTEZUMA	263	6	31.6747086		
REGION__8	FALL RIVER	COLORADO	CLEAR CREEK	151	12	36.81645086		
REGION__8	HOUSELOG CREEK	COLORADO	SAGUACHE	224	176	3.600648662		
REGION__8	WEST PLUM CREEK	COLORADO	DOUGLAS	166	33	29.97624662		
REGION__8	CATARACT CREEK	COLORADO	SUMMIT	223	1	0		
REGION__8	CRYSTAL CREEK	COLORADO	GUNNISON	131	5	19.42963955		
REGION__8	UTE CREEK	COLORADO	COSTILLA	106	6	40.67472001		
REGION__8	ILLINOIS RIVER	COLORADO	JACKSON	244	17	60.44493149		
REGION__8	WHITE RIVER	COLORADO	RIO BLANCO	199	28	37.74579007		
REGION__8	MUD CREEK	COLORADO	MONTEZUMA	566	25	28.02072315		
REGION__8	ROCK CREEK	COLORADO	LAKE	141	3	38.194001		
REGION__8	NO NAME CREEK	COLORADO	GARFIELD	109	1	37.38703414		
REGION__8	WILLOW CREEK	COLORADO	GRAND	114	9	59.63768898		
REGION__8	LOST CANYON CREEK	COLORADO	MONTEZUMA	250	14	52.05991552		
REGION__8	PURGATOIRE RIVER	COLORADO	BENT	500	131	8.329505436		
REGION__8	BELT CREEK	MONTANA	CASCADE	38	5	42.26830091		
REGION__8	DUTCHMAN CREEK	MONTANA	JEFFERSON	183	27	53.57950237		
REGION__8	SIXMILE CREEK	MONTANA	PARK	67	2	46.08946057		
REGION__8	LITTLE SLEEPING CHILD CREEK	MONTANA	RAVALLI	223	85	41.67834001		
REGION__8	MUDDY CREEK	MONTANA	CHOUTEAU	209	14	40.36081771		
REGION__8	MOOSE CREEK	MONTANA	FLATHEAD	44	1	79.48887366		
REGION__8	KEEP COOL CREEK	MONTANA	LEWIS AND CLARK	98	5	49.68071142		
REGION__8	PINTLER CREEK	MONTANA	BEAVERHEAD	34	2	51.97379721		
REGION__8	JACK CREEK	MONTANA	MADISON	85	7	74.84938337		
REGION__8	SPRING PARK CREEK	MONTANA	MEAGHER	83	32	42.27304407		
REGION__8	TRIB TO COCO CREEK	MONTANA	MEAGHER	900	2	61.61919394		
REGION__8	MOOSE CREEK	MONTANA	FLATHEAD	49	2	70.09316245		
REGION__8	O'FALLON CREEK	MONTANA	FALLON	556	22	30.13163031		
REGION__8	HUNGRY HORSE CREEK	MONTANA	FLATHEAD	66	1	58.51775388		
REGION__8	SOUTH FORK LITTLE JOE CREEK	MONTANA	MINERAL	76	1	71.37063946		
REGION__8	FRED BURR CREEK	MONTANA	GRANITE	95	1	56.90555679		
REGION__8	MIDDLE FORK BEAVER CREEK	MONTANA	FERGUS	885	5	46.95991284		
REGION__8	FISH CREEK	MONTANA	WHEATLAND	114	2	36.74609877		
REGION__8	LITTLE BOULDER RIVER	MONTANA	JEFFERSON	128	8	47.4634633		
REGION__8	BIG MUDDY CREEK	MONTANA	SHERIDAN	4200	452	22.12001418		
REGION__8	LITTLE POWDER RIVER	MONTANA	POWDER RIVER	789	40	37.95722471		
REGION__8	FRENCHMAN CREEK	MONTANA	PHILLIPS	1334	166	12.8676689		
REGION__8	OTTER CREEK	MONTANA	POWDER RIVER	455	19	37.22622685		
REGION__8	MCCORMICK CREEK	MONTANA	BEAVERHEAD	134	15	10.40973673		
REGION__8	CURRANT CREEK	MONTANA	GOLDEN VALLEY	154	13	28.77929902		
REGION__8	FISH CREEK	MONTANA	SILVER BOW	129	7	44.15595212		
REGION__8	SPAIN FERRIS DITCH	MONTANA	GALLATIN	134	19	11.89684859		
REGION__8	UNKNOWN	MONTANA	CARBON	161	1	42.65954291		
REGION__8	MOUNT CREEK TRIBUTARY	MONTANA	FLATHEAD	185	25	30.82961111		
REGION__8	WEST FORK LOLO CREEK	MONTANA	MISSOULA	64	9	69.2231541		
REGION__8	CROOKED CREEK	MONTANA	MEAGHER	210	7	74.97481893		
REGION__8	SCHOOL SECTION COULEE	MONTANA	TETON	1633	196	55.28965024		
REGION__8	WEST BOULDER RIVER	MONTANA	PARK	128	1	49.29992899		
REGION__8	INGERSOL CREEK	MONTANA	STILLWATER	629	68	68.74326877		
REGION__8	BASIN CREEK	MONTANA	MEAGHER	71	1	46.385043		
REGION__8	CLEAR CREEK	MONTANA	BLAINE	194	102	68.37608814		
